Logging to ./experiments/advantage_regularized_ppo/
---------------------------------
| rollout/           |          |
|    entropy_loss             | -0.58        |
|    explained_variance       | 0.00403      |
|    explained_variance_B_0   | 0.0266       |
|    explained_variance_B_1   | 0.0236       |
|    explained_variance_U_0   | 0.0279       |
|    explained_variance_U_1   | 0.0156       |
|    learning_rate            | 1e-05        |
|    loss                     | 25.7         |
|    n_updates                | 200          |
|    policy_gradient_loss     | -0.00212     |
|    policy_gradient_loss_B_0 | -0.000711    |
|    policy_gradient_loss_B_1 | 0.000571     |
|    policy_gradient_loss_U_0 | -0.00267     |
|    policy_gradient_loss_U_1 | -0.00106     |
|    value_loss               | 5.14         |
|    value_loss_B_0           | 4.61         |
|    value_loss_B_1           | 3.36         |
|    value_loss_U_0           | 2.92         |
|    value_loss_U_1           | 1.69         |
----------------------------------------------
----------------------------------------------
| rollout/                    |              |
|    benefit_0                | 0.6575935    |
|    benefit_1                | 0.57881236   |
|    bias_estimate            | 0.07878113   |
|    ep_len_mean              | 2e+03        |
|    ep_rew_mean              | 85.2         |
|    ep_rew_mean_B_0          | 564          |
|    ep_rew_mean_B_1          | 455          |
|    ep_rew_mean_U_0          | 334          |
|    ep_rew_mean_U_1          | 250          |
| time/                       |              |
|    fps                      | 232          |
|    iterations               | 22           |
|    time_elapsed             | 377          |
|    total_timesteps          | 88000        |
| train/                      |              |
|    approx_kl                | 0.0033357518 |
|    clip_fraction            | 0.00536      |
|    clip_range               | 0.2          |
|    entropy_loss             | -0.563       |
|    explained_variance       | 0.00753      |
|    explained_variance_B_0   | 0.0302       |
|    explained_variance_B_1   | 0.0322       |
|    explained_variance_U_0   | 0.0333       |
|    explained_variance_U_1   | 0.028        |
|    learning_rate            | 1e-05        |
|    loss                     | 3.87         |
|    n_updates                | 210          |
|    policy_gradient_loss     | -0.00317     |
|    policy_gradient_loss_B_0 | 0.000226     |
|    policy_gradient_loss_B_1 | -0.000201    |
|    policy_gradient_loss_U_0 | 0.00215      |
|    policy_gradient_loss_U_1 | 0.00298      |
|    value_loss               | 4.79         |
|    value_loss_B_0           | 4.54         |
|    value_loss_B_1           | 3.76         |
|    value_loss_U_0           | 2.64         |
|    value_loss_U_1           | 1.8          |
----------------------------------------------
----------------------------------------------
| rollout/                    |              |
|    benefit_0                | 0.70409435   |
|    benefit_1                | 0.62070704   |
|    bias_estimate            | 0.083387315  |
|    ep_len_mean              | 2e+03        |
|    ep_rew_mean              | 94           |
|    ep_rew_mean_B_0          | 563          |
|    ep_rew_mean_B_1          | 455          |
|    ep_rew_mean_U_0          | 338          |
|    ep_rew_mean_U_1          | 252          |
| time/                       |              |
|    fps                      | 232          |
|    iterations               | 23           |
|    time_elapsed             | 395          |
|    total_timesteps          | 92000        |
| train/                      |              |
|    approx_kl                | 0.0012927122 |
|    clip_fraction            | 0            |
|    clip_range               | 0.2          |
|    entropy_loss             | -0.556       |
|    explained_variance       | 0.00956      |
|    explained_variance_B_0   | 0.0317       |
|    explained_variance_B_1   | 0.025        |
|    explained_variance_U_0   | 0.029        |
|    explained_variance_U_1   | 0.0235       |
|    learning_rate            | 1e-05        |
|    loss                     | 4.83         |
|    n_updates                | 220          |
|    policy_gradient_loss     | -0.00258     |
|    policy_gradient_loss_B_0 | -0.000233    |
|    policy_gradient_loss_B_1 | -1.46e-05    |
|    policy_gradient_loss_U_0 | -0.000904    |
|    policy_gradient_loss_U_1 | -0.00109     |
|    value_loss               | 4.99         |
|    value_loss_B_0           | 4.67         |
|    value_loss_B_1           | 3.51         |
|    value_loss_U_0           | 2.7          |
|    value_loss_U_1           | 1.81         |
----------------------------------------------
----------------------------------------------
| rollout/                    |              |
|    benefit_0                | 0.73379344   |
|    benefit_1                | 0.58712614   |
|    bias_estimate            | 0.1466673    |
|    ep_len_mean              | 2e+03        |
|    ep_rew_mean              | 102          |
|    ep_rew_mean_B_0          | 563          |
|    ep_rew_mean_B_1          | 457          |
|    ep_rew_mean_U_0          | 342          |
|    ep_rew_mean_U_1          | 254          |
| time/                       |              |
|    fps                      | 232          |
|    iterations               | 24           |
|    time_elapsed             | 413          |
|    total_timesteps          | 96000        |
| train/                      |              |
|    approx_kl                | 0.0011891809 |
|    clip_fraction            | 0.00109      |
|    clip_range               | 0.2          |
|    entropy_loss             | -0.531       |
|    explained_variance       | 0.0142       |
|    explained_variance_B_0   | 0.024        |
|    explained_variance_B_1   | 0.0288       |
|    explained_variance_U_0   | 0.0232       |
|    explained_variance_U_1   | 0.0287       |
|    learning_rate            | 1e-05        |
|    loss                     | 5.79         |
|    n_updates                | 230          |
|    policy_gradient_loss     | -0.00259     |
|    policy_gradient_loss_B_0 | -0.000393    |
|    policy_gradient_loss_B_1 | 0.000309     |
|    policy_gradient_loss_U_0 | -0.0012      |
|    policy_gradient_loss_U_1 | 0.000157     |
|    value_loss               | 4.68         |
|    value_loss_B_0           | 4.23         |
|    value_loss_B_1           | 3.37         |
|    value_loss_U_0           | 2.58         |
|    value_loss_U_1           | 1.75         |
----------------------------------------------
---------------------------------------------
| rollout/                    |             |
|    benefit_0                | 0.74540395  |
|    benefit_1                | 0.5927881   |
|    bias_estimate            | 0.15261585  |
|    ep_len_mean              | 2e+03       |
|    ep_rew_mean              | 110         |
|    ep_rew_mean_B_0          | 563         |
|    ep_rew_mean_B_1          | 456         |
|    ep_rew_mean_U_0          | 346         |
|    ep_rew_mean_U_1          | 256         |
| time/                       |             |
|    fps                      | 232         |
|    iterations               | 25          |
|    time_elapsed             | 430         |
|    total_timesteps          | 100000      |
| train/                      |             |
|    approx_kl                | 0.002940279 |
|    clip_fraction            | 0.00833     |
|    clip_range               | 0.2         |
